name,tagline,technologies,slots,year
DokuWiki,"","",2,2011
Elgg,"","",2,2011
"Etherboot Project","","",2,2011
fluxbox,"","",2,2011
"Freeseer video recording and streaming suite","","",2,2011
"GnuCash Free Accounting Software","","",2,2011
"Google Open Source Programs Office","","",2,2011
"Grassroots DICOM","","",2,2011
"International Neuroinformatics Coordinating Facility","","",2,2011
"Komodo OpenLab Inc.","","",2,2011
LanguageTool,"","",2,2011
"Learning Unlimited","","",2,2011
Mapnik,"","",2,2011
"MetaBrainz Foundation Inc.","","",2,2011
"OpenICC Color Management","","",2,2011
OpenIntents,"","",2,2011
Processing,"","",2,2011
Rockbox,"","",2,2011
"Scribus Team","","",2,2011
Selenium,"","",2,2011
"Sencha Labs","","",2,2011
"SETI Institute","","",2,2011
"Visualization Toolkit (VTK)","","",2,2011
"Xapian Search Engine Library","","",2,2011
"Freenet Project Inc","","",1,2011
"Hedgewars Project","","",1,2011
"Hugin - Panorama photo stitcher","","",1,2011
Isabelle,"","",1,2011
"Oregon State University Open Source Lab (OSUOSL)","","",1,2011
"Plan 9 from Bell Labs","","",1,2011
ScummVM,"","",1,2011
"Simple DirectMedia Layer","","",1,2011
"Sunlight Labs","","",1,2011
"Universal Subtitles","","",1,2011
