name,tagline,technologies,slots,year
"Komodo OpenLab","","",5,2012
"Natural User Interface Group","","",5,2012
"Open Bioinformatics Foundation","","",5,2012
"OpenCog Foundation","","",5,2012
OpenNMS,"","",5,2012
OpenStreetMap,"","",5,2012
phpMyAdmin,"","",5,2012
"The LLVM Compiler Infrastructure ","","",5,2012
"Unknown Horizons and FIFE","","",5,2012
"Wine (a project of Software Freedom Conservancy) ","","",5,2012
"52°North Initiative for Geospatial Open Source Software GmbH","","",4,2012
BlueZ,"","",4,2012
Clojure/dev,"","",4,2012
"Code for America","","",4,2012
Connexions,"","",4,2012
"DBpedia Spotlight","","",4,2012
e-cidadania,"","",4,2012
Evergreen,"","",4,2012
"Formal Systems Laboratory at UIUC","","",4,2012
"Freenet Project Inc","","",4,2012
"GCC - GNU Compiler Collection","","",4,2012
GIMP,"","",4,2012
"Hedgewars Project","","",4,2012
"Kernel.org - the Linux Kernel Organization","","",4,2012
Libav,"","",4,2012
"MetaBrainz Foundation Inc.","","",4,2012
Metalink,"","",4,2012
"MIT Center for Mobile Learning @ The Media Lab","","",4,2012
"Mixxx DJ Software","","",4,2012
Moodle,"","",4,2012
"Network Time","","",4,2012
"Nmap Security Scanner","","",4,2012
Openwall,"","",4,2012
"OWASP Foundation","","",4,2012
"PostgreSQL Project","","",4,2012
Stellarium,"","",4,2012
SWIG,"","",4,2012
"The Gambit Project","","",4,2012
"XBMC Foundation","","",4,2012
Apertium,"","",3,2012
"Artica ST ( Pandora FMS )","","",3,2012
Benetech,"","",3,2012
biographer,"","",3,2012
"CGAL - Computational Geometry Algorithms Library ","","",3,2012
"Crowdsourcing Biology","","",3,2012
"Dept. of Biomedical Informatics, Emory University","","",3,2012
"Digital Mars","","",3,2012
Git,"","",3,2012
"Grassroots DICOM","","",3,2012
illumos,"","",3,2012
Inkscape,"","",3,2012
iPXE,"","",3,2012
"Learning Unlimited, Inc.","","",3,2012
"Liquid Galaxy Project","","",3,2012
"MINIX 3","","",3,2012
"MoinMoin Wiki","","",3,2012
"OGRE (Object-Oriented Graphics Rendering Engine) ","","",3,2012
OpenICC,"","",3,2012
"Orange – Data Mining Fruitful & Fun","","",3,2012
"Parrot Foundation","","",3,2012
"phpBB Forum Software","","",3,2012
"Pidgin, Finch, and libpurple","","",3,2012
Processing,"","",3,2012
PulseAudio,"","",3,2012
Raxa,"","",3,2012
"Sage Mathematical Software System","","",3,2012
Samba,"","",3,2012
ScummVM,"","",3,2012
SimpleCV,"","",3,2012
Systers,"","",3,2012
"The ns-3 Network Simulator Project","","",3,2012
"The Wiselib","","",3,2012
XWiki,"","",3,2012
"Ankur India","","",2,2012
"Bloomington, IN","","",2,2012
"Climate Code Foundation","","",2,2012
"DragonFly BSD","","",2,2012
"Freeseer recording and streaming suite","","",2,2012
"HelenOS group at Department of Distributed and Dependable Systems, Charles University in Prague","","",2,2012
Joomla!,"","",2,2012
"Measurement Lab","","",2,2012
Melange,"","",2,2012
mySociety,"","",2,2012
"OGDF - Open Graph Drawing Framework","","",2,2012
"Opencast Matterhorn ","","",2,2012
OpenFlowHub,"","",2,2012
OpenImageIO,"","",2,2012
PacketFence,"","",2,2012
"Puppet Labs","","",2,2012
"Review Board","","",2,2012
Scribus,"","",2,2012
Sigmah,"","",2,2012
"Statistics Online Computational Resource","","",2,2012
"The Concord Consortium","","",2,2012
"The Outercurve Foundation","","",2,2012
Tianocore,"","",2,2012
Tux4Kids,"","",2,2012
Twitter,"","",2,2012
"Xapian Search Engine Library","","",2,2012
"BOINC project, University of California, Berkeley","","",1,2012
"Creative Commons","","",1,2012
"Django Software Foundation","","",1,2012
"Google Open Source Programs Office","","",1,2012
"Jikes RVM","","",1,2012
"New Visions for Public Schools","","",1,2012
"Open Lighting Project","","",1,2012
"Oregon State University Open Source Lab (OSUOSL)","","",1,2012
"R project for statistical computing","","",1,2012
RooStats,"","",1,2012
"Sakai Project","","",1,2012
