name,tagline,technologies,slots,year
"CCExtractor development","","",3,2014
Checkstyle,"","",3,2014
coreboot,"","",3,2014
"Crystal Space","","",3,2014
"Dr. Memory","","",3,2014
"Freenet Project Inc","","",3,2014
"Gentoo Foundation","","",3,2014
"GNU Octave","","",3,2014
"Google Open Source Programs Office","","",3,2014
Jitsi,"","",3,2014
jMonkeyEngine,"","",3,2014
Melange,"","",3,2014
"Netfilter Project","","",3,2014
"Oregon State University Open Source Lab (OSUOSL)","","",3,2014
OSv,"","",3,2014
"phpBB Forum Software","","",3,2014
RouteFlow,"","",3,2014
Samba,"","",3,2014
"Scaffold Hunter","","",3,2014
Sigmah,"","",3,2014
"The Julia Language","","",3,2014
"The MacPorts Project","","",3,2014
"The Privly Foundation","","",3,2014
"The Wine Project","","",3,2014
"TYPO3 Association","","",3,2014
"Visualization Toolkit (VTK)","","",3,2014
appleseed,"","",2,2014
"Arches Project","","",2,2014
Bookie,"","",2,2014
Ceph,"","",2,2014
CodeMirror,"","",2,2014
"Crypto Stick","","",2,2014
"Django Software Foundation","","",2,2014
Flowgrammable,"","",2,2014
"Gambit: Software Tools for Game Theory","","",2,2014
Ganeti,"","",2,2014
Git,"","",2,2014
"Grameen Foundation - MOTECH","","",2,2014
"Groovy Community","","",2,2014
Inkscape,"","",2,2014
"Institute for Artificial Intelligence","","",2,2014
"KolibriOS Project Team","","",2,2014
"LEAP Encryption Access Project","","",2,2014
Linaro,"","",2,2014
"LyX – The Document Processor ","","",2,2014
Moodle,"","",2,2014
"Open Lighting Project","","",2,2014
"Open Motion Planning Library","","",2,2014
"OpenKeychain (OpenPGP for Android)","","",2,2014
oVirt,"","",2,2014
"Plone Foundation","","",2,2014
"Steel Bank Common Lisp","","",2,2014
"Stratosphere Project","","",2,2014
Subsurface,"","",2,2014
SyncDiff(erent),"","",2,2014
"The Concord Consortium","","",2,2014
"The STE||AR Group","","",2,2014
ThinkUp,"","",2,2014
"Xapian Search Engine Library","","",2,2014
Benetech,"","",1,2014
Buildbot,"","",1,2014
Frenetic,"","",1,2014
"HelenOS group at Department of Distributed and Dependable Systems, Charles University in Prague","","",1,2014
"Linux Trace Toolkit next generation project (LTTng)","","",1,2014
NetSurf,"","",1,2014
"Open Education Resource Foundation","","",1,2014
"OSGeo - Open Source Geospatial Foundation","","",1,2014
"Software Freedom Conservancy, Inc.","","",1,2014
